amount,date,price,tid,type,Datestamp
0.81255362,1506831692,4276.0,22602183,1,2017-10-01 04:21:32
0.8715,1506831692,4276.07,22602182,0,2017-10-01 04:21:32
2.3277,1506831691,4276.07,22602181,1,2017-10-01 04:21:31
0.17408142,1506831683,4286.33,22602180,0,2017-10-01 04:21:23
0.8715,1506831683,4286.29,22602179,0,2017-10-01 04:21:23
3.3235,1506831670,4277.08,22602175,1,2017-10-01 04:21:10
0.8715,1506831669,4277.1,22602174,0,2017-10-01 04:21:09
0.505,1506831669,4281.0,22602173,1,2017-10-01 04:21:09
0.3,1506831667,4281.43,22602172,1,2017-10-01 04:21:07
0.017,1506831641,4286.45,22602168,0,2017-10-01 04:20:41
0.00161546,1506831553,4281.87,22602161,1,2017-10-01 04:19:13
1.0,1506831548,4281.87,22602157,1,2017-10-01 04:19:08
0.05,1506831547,4281.87,22602156,1,2017-10-01 04:19:07
1.0,1506831546,4281.87,22602155,1,2017-10-01 04:19:06
0.15782753,1506831541,4283.8,22602152,0,2017-10-01 04:19:01
0.2,1506831538,4283.8,22602150,1,2017-10-01 04:18:58
0.30734648,1506831538,4284.99,22602149,1,2017-10-01 04:18:58
0.45161081,1506831527,4285.0,22602145,1,2017-10-01 04:18:47
0.00121367,1506831520,4290.95,22602144,0,2017-10-01 04:18:40
0.11291614,1506831520,4290.95,22602143,0,2017-10-01 04:18:40
0.02,1506831495,4291.28,22602142,0,2017-10-01 04:18:15
0.54838919,1506831493,4285.0,22602141,1,2017-10-01 04:18:13
0.45161081,1506831493,4285.0,22602140,1,2017-10-01 04:18:13
1.0,1506831491,4285.0,22602138,1,2017-10-01 04:18:11
1.0,1506831488,4285.0,22602137,1,2017-10-01 04:18:08
1.0,1506831485,4285.0,22602136,1,2017-10-01 04:18:05
0.55374341,1506831483,4285.01,22602135,0,2017-10-01 04:18:03
1.0,1506831475,4285.01,22602134,1,2017-10-01 04:17:55
1.0,1506831411,4287.19,22602124,1,2017-10-01 04:16:51
46.54838919,1506831403,4285.0,22602123,1,2017-10-01 04:16:43
0.1,1506831403,4285.0,22602122,1,2017-10-01 04:16:43
0.8715,1506831403,4285.86,22602121,1,2017-10-01 04:16:43
1.76081382,1506831402,4287.15,22602120,1,2017-10-01 04:16:42
0.71929699,1506831402,4287.16,22602119,1,2017-10-01 04:16:42
0.03093675,1506831400,4296.61,22602118,0,2017-10-01 04:16:40
1.0,1506831398,4287.15,22602117,1,2017-10-01 04:16:38
0.24397724,1506831396,4287.15,22602116,1,2017-10-01 04:16:36
0.75602276,1506831396,4287.21,22602115,1,2017-10-01 04:16:36
1.0,1506831384,4288.18,22602114,1,2017-10-01 04:16:24
0.1285,1506831376,4288.18,22602113,1,2017-10-01 04:16:16
0.8715,1506831376,4288.2,22602112,1,2017-10-01 04:16:16
0.03,1506831368,4290.0,22602111,1,2017-10-01 04:16:08
0.00604951,1506831359,4290.92,22602109,1,2017-10-01 04:15:59
1.0,1506831315,4290.93,22602106,1,2017-10-01 04:15:15
0.06964226,1506831302,4296.93,22602105,0,2017-10-01 04:15:02
0.25533356,1506831264,4297.3,22602104,0,2017-10-01 04:14:24
0.68477411,1506831230,4297.68,22602094,1,2017-10-01 04:13:50
2.3216,1506831228,4297.06,22602093,0,2017-10-01 04:13:48
0.00457265,1506831206,4297.53,22602092,0,2017-10-01 04:13:26
0.5,1506831166,4291.24,22602088,1,2017-10-01 04:12:46
0.015,1506831137,4298.74,22602086,0,2017-10-01 04:12:17
0.1285,1506831111,4291.1,22602083,0,2017-10-01 04:11:51
0.8715,1506831111,4291.16,22602082,1,2017-10-01 04:11:51
0.12624599,1506831091,4291.19,22602080,1,2017-10-01 04:11:31
1.0,1506830929,4292.24,22602064,1,2017-10-01 04:08:49
1.0,1506830926,4292.24,22602058,1,2017-10-01 04:08:46
1.0,1506830924,4292.24,22602057,1,2017-10-01 04:08:44
1.0,1506830919,4292.24,22602056,1,2017-10-01 04:08:39
1.0,1506830917,4292.26,22602055,1,2017-10-01 04:08:37
1.0,1506830916,4292.22,22602054,0,2017-10-01 04:08:36
0.00160639,1506830911,4299.9,22602053,0,2017-10-01 04:08:31
1.0,1506830902,4292.23,22602052,0,2017-10-01 04:08:22
1.0,1506830898,4292.25,22602051,1,2017-10-01 04:08:18
0.1503,1506830891,4292.25,22602050,1,2017-10-01 04:08:11
0.8497,1506830891,4292.37,22602049,1,2017-10-01 04:08:11
1.0,1506830872,4292.24,22602048,1,2017-10-01 04:07:52
0.00726095,1506830865,4300.0,22602046,0,2017-10-01 04:07:45
0.00188017,1506830865,4298.77,22602045,0,2017-10-01 04:07:45
0.00185888,1506830865,4298.34,22602044,0,2017-10-01 04:07:45
0.46413607,1506830842,4298.33,22602040,0,2017-10-01 04:07:22
1.0,1506830832,4294.99,22602038,1,2017-10-01 04:07:12
0.8809999999999999,1506830822,4294.99,22602037,1,2017-10-01 04:07:02
2.3217,1506830821,4294.99,22602035,1,2017-10-01 04:07:01
0.00161603,1506830765,4295.87,22602029,1,2017-10-01 04:06:05
4.05062001,1506830586,4295.2,22602017,0,2017-10-01 04:03:06
1.0,1506830549,4295.2,22602016,0,2017-10-01 04:02:29
1.0,1506830546,4295.2,22602014,0,2017-10-01 04:02:26
1.75428391,1506830544,4295.2,22602013,0,2017-10-01 04:02:24
7.0,1506830543,4295.2,22602012,0,2017-10-01 04:02:23
0.00189016,1506830541,4293.02,22602010,0,2017-10-01 04:02:21
2.018,1506830540,4291.76,22602009,0,2017-10-01 04:02:20
1.0,1506830539,4291.76,22602008,0,2017-10-01 04:02:19
0.882,1506830537,4291.76,22602007,0,2017-10-01 04:02:17
0.1,1506830537,4291.76,22602006,0,2017-10-01 04:02:17
2.19071609,1506830530,4291.36,22602005,0,2017-10-01 04:02:10
7.0,1506830530,4291.36,22602004,0,2017-10-01 04:02:10
5.0,1506830529,4291.36,22602003,0,2017-10-01 04:02:09
3.74712649,1506830528,4291.36,22602002,0,2017-10-01 04:02:08
5.0,1506830527,4291.36,22602001,0,2017-10-01 04:02:07
13.0,1506830526,4291.36,22602000,0,2017-10-01 04:02:06
3.21624897,1506830515,4291.35,22601999,0,2017-10-01 04:01:55
0.00232327,1506830457,4291.36,22601997,0,2017-10-01 04:00:57
0.00534623,1506830457,4291.36,22601996,0,2017-10-01 04:00:57
0.02418377,1506830455,4288.28,22601995,0,2017-10-01 04:00:55
0.0034744,1506830435,4288.27,22601993,0,2017-10-01 04:00:35
0.02,1506830411,4291.36,22601988,0,2017-10-01 04:00:11
3.85579602,1506830410,4286.49,22601987,1,2017-10-01 04:00:10
4.0,1506830408,4286.89,22601986,1,2017-10-01 04:00:08
1.7989905,1506830407,4286.92,22601985,1,2017-10-01 04:00:07
0.884,1506830407,4287.03,22601984,1,2017-10-01 04:00:07
2.2010095,1506830406,4286.92,22601983,1,2017-10-01 04:00:06
2.3273,1506830406,4287.03,22601982,0,2017-10-01 04:00:06
14.4833,1506830405,4287.06,22601981,0,2017-10-01 04:00:05
0.1233,1506830404,4287.06,22601980,1,2017-10-01 04:00:04
0.30508820000000003,1506830233,4291.36,22601960,0,2017-10-01 03:57:13
0.01180822,1506830098,4291.36,22601928,0,2017-10-01 03:54:58
1.0,1506829959,4291.36,22601920,0,2017-10-01 03:52:39
1.0,1506829941,4291.36,22601918,0,2017-10-01 03:52:21
1.0,1506829938,4291.36,22601917,0,2017-10-01 03:52:18
1.0,1506829935,4291.36,22601916,0,2017-10-01 03:52:15
0.027000000000000003,1506829923,4282.72,22601915,1,2017-10-01 03:52:03
0.02,1506829862,4291.36,22601912,0,2017-10-01 03:51:02
0.0259915,1506829799,4291.36,22601909,0,2017-10-01 03:49:59
4.6716,1506829791,4291.36,22601908,0,2017-10-01 03:49:51
2.3284,1506829791,4290.69,22601907,0,2017-10-01 03:49:51
5.0,1506829788,4291.36,22601906,0,2017-10-01 03:49:48
0.27,1506829787,4291.35,22601905,0,2017-10-01 03:49:47
0.8715,1506829787,4291.33,22601904,0,2017-10-01 03:49:47
1.0,1506829785,4291.11,22601903,0,2017-10-01 03:49:45
0.37010283,1506829777,4290.63,22601902,0,2017-10-01 03:49:37
1.0,1506829774,4290.63,22601901,0,2017-10-01 03:49:34
0.05,1506829769,4290.58,22601900,0,2017-10-01 03:49:29
1.0,1506829760,4290.23,22601899,0,2017-10-01 03:49:20
1.0,1506829758,4290.23,22601898,0,2017-10-01 03:49:18
0.15,1506829753,4290.0,22601897,0,2017-10-01 03:49:13
1.0,1506829740,4287.71,22601895,0,2017-10-01 03:49:00
1.0,1506829737,4287.71,22601892,0,2017-10-01 03:48:57
1.0,1506829735,4287.71,22601890,0,2017-10-01 03:48:55
0.44645999,1506829719,4285.02,22601889,0,2017-10-01 03:48:39
0.05354001,1506829683,4285.02,22601888,0,2017-10-01 03:48:03
1.0,1506829656,4284.74,22601886,0,2017-10-01 03:47:36
0.7,1506829649,4281.43,22601885,0,2017-10-01 03:47:29
0.3,1506829649,4281.43,22601884,0,2017-10-01 03:47:29
0.0089,1506829455,4281.43,22601866,1,2017-10-01 03:44:15
0.67099717,1506829455,4281.43,22601865,1,2017-10-01 03:44:15
0.02816176,1506829445,4281.43,22601864,0,2017-10-01 03:44:05
0.01075308,1506829332,4281.43,22601860,0,2017-10-01 03:42:12
0.04115516,1506829296,4281.43,22601859,0,2017-10-01 03:41:36
1.55,1506829247,4277.3,22601854,1,2017-10-01 03:40:47
0.5,1506829214,4277.28,22601849,1,2017-10-01 03:40:14
0.01382074,1506829164,4277.17,22601841,1,2017-10-01 03:39:24
0.1285,1506829155,4286.8,22601840,0,2017-10-01 03:39:15
0.8715,1506829155,4286.8,22601839,0,2017-10-01 03:39:15
0.006999999999999999,1506829153,4286.81,22601838,0,2017-10-01 03:39:13
0.03341556,1506829150,4279.79,22601837,0,2017-10-01 03:39:10
1.0,1506829146,4279.79,22601836,0,2017-10-01 03:39:06
1.0,1506829144,4279.79,22601835,0,2017-10-01 03:39:04
0.14950616,1506829142,4286.87,22601834,0,2017-10-01 03:39:02
0.85049384,1506829141,4286.87,22601833,0,2017-10-01 03:39:01
0.02100616,1506829141,4286.87,22601832,0,2017-10-01 03:39:01
0.3,1506829135,4277.17,22601830,0,2017-10-01 03:38:55
4.0,1506829135,4277.11,22601829,0,2017-10-01 03:38:55
1.0,1506829129,4276.7,22601827,0,2017-10-01 03:38:49
0.00342969,1506829039,4274.87,22601821,0,2017-10-01 03:37:19
1.0,1506829027,4274.87,22601815,0,2017-10-01 03:37:07
0.3,1506829022,4275.5,22601814,0,2017-10-01 03:37:02
0.26101188,1506829019,4274.02,22601812,0,2017-10-01 03:36:59
0.73898812,1506829012,4274.02,22601809,0,2017-10-01 03:36:52
0.26101188,1506829012,4274.02,22601808,0,2017-10-01 03:36:52
0.23898812,1506828861,4274.02,22601773,0,2017-10-01 03:34:21
0.014,1506828823,4274.01,22601769,0,2017-10-01 03:33:43
0.42812997,1506828819,4274.01,22601768,0,2017-10-01 03:33:39
0.66977505,1506828818,4273.96,22601767,0,2017-10-01 03:33:38
1.46552595,1506828775,4270.0,22601765,1,2017-10-01 03:32:55
1.0,1506828772,4270.0,22601764,0,2017-10-01 03:32:52
1.0,1506828765,4269.69,22601763,0,2017-10-01 03:32:45
0.05,1506828759,4266.63,22601762,0,2017-10-01 03:32:39
1.0,1506828754,4266.5,22601760,0,2017-10-01 03:32:34
1.0,1506828751,4266.5,22601759,0,2017-10-01 03:32:31
1.0,1506828749,4266.5,22601758,0,2017-10-01 03:32:29
0.01379408,1506828667,4267.96,22601752,0,2017-10-01 03:31:07
0.08750602,1506828637,4269.77,22601749,0,2017-10-01 03:30:37
0.01151912,1506828637,4269.77,22601748,0,2017-10-01 03:30:37
0.02,1506828637,4269.76,22601747,0,2017-10-01 03:30:37
0.01942378,1506828637,4268.0,22601746,0,2017-10-01 03:30:37
0.06177622,1506828637,4268.0,22601745,0,2017-10-01 03:30:37
0.30971663,1506828632,4269.7,22601744,0,2017-10-01 03:30:32
0.22021877,1506828614,4271.75,22601741,0,2017-10-01 03:30:14
0.01864492,1506828613,4271.75,22601740,0,2017-10-01 03:30:13
0.00671424,1506828613,4271.72,22601739,0,2017-10-01 03:30:13
0.035,1506828609,4256.07,22601732,0,2017-10-01 03:30:09
0.02,1506828609,4256.07,22601731,0,2017-10-01 03:30:09
2.79436401,1506828608,4255.0,22601728,0,2017-10-01 03:30:08
7.0,1506828608,4255.0,22601727,0,2017-10-01 03:30:08
0.02156756,1506828606,4255.0,22601720,0,2017-10-01 03:30:06
0.9,1506828605,4255.0,22601719,0,2017-10-01 03:30:05
1.0,1506828605,4255.0,22601718,0,2017-10-01 03:30:05
6.899836,1506828605,4255.07,22601717,1,2017-10-01 03:30:05
0.00189016,1506828605,4255.09,22601716,1,2017-10-01 03:30:05
0.046,1506828604,4256.0,22601715,1,2017-10-01 03:30:04
1.0,1506828604,4256.0,22601714,1,2017-10-01 03:30:04
0.20280234,1506828604,4256.59,22601713,1,2017-10-01 03:30:04
4.3935624,1506828604,4257.8,22601712,1,2017-10-01 03:30:04
0.14823072,1506828604,4257.8,22601711,1,2017-10-01 03:30:04
0.00188098,1506828604,4257.96,22601710,1,2017-10-01 03:30:04
0.046,1506828604,4258.0,22601709,1,2017-10-01 03:30:04
0.9359999999999999,1506828603,4258.21,22601708,1,2017-10-01 03:30:03
0.99084863,1506828603,4260.0,22601707,1,2017-10-01 03:30:03
0.00588498,1506828603,4260.0,22601706,1,2017-10-01 03:30:03
2.0,1506828603,4260.0,22601705,1,2017-10-01 03:30:03
1.06728758,1506828603,4260.0,22601703,1,2017-10-01 03:30:03
0.938,1506828603,4260.21,22601702,1,2017-10-01 03:30:03
4.0,1506828603,4261.11,22601701,1,2017-10-01 03:30:03
0.96,1506828603,4262.0,22601700,1,2017-10-01 03:30:03
0.9109999999999999,1506828602,4262.13,22601699,1,2017-10-01 03:30:02
0.86334464,1506828602,4263.0,22601698,1,2017-10-01 03:30:02
6.0,1506828602,4264.0,22601697,1,2017-10-01 03:30:02
0.8715,1506828602,4264.02,22601696,1,2017-10-01 03:30:02
6.0,1506828602,4265.0,22601695,1,2017-10-01 03:30:02
4.0,1506828577,4268.0,22601687,1,2017-10-01 03:29:37
0.38183879,1506828466,4268.12,22601665,1,2017-10-01 03:27:46
0.05718123,1506828465,4276.44,22601664,0,2017-10-01 03:27:45
0.40547447,1506828464,4276.44,22601663,0,2017-10-01 03:27:44
0.010661499999999999,1506828464,4276.44,22601662,0,2017-10-01 03:27:44
0.01045896,1506828464,4276.12,22601661,0,2017-10-01 03:27:44
0.03954104,1506828464,4276.12,22601660,0,2017-10-01 03:27:44
0.54722655,1506828449,4276.09,22601658,1,2017-10-01 03:27:29
2.3334,1506828448,4275.52,22601656,1,2017-10-01 03:27:28
0.72288833,1506828448,4275.51,22601654,1,2017-10-01 03:27:28
0.8715,1506828447,4275.5,22601652,1,2017-10-01 03:27:27
1.0,1506828446,4275.5,22601651,0,2017-10-01 03:27:26
0.002,1506828438,4265.3,22601645,1,2017-10-01 03:27:18
4.0,1506828423,4270.89,22601644,0,2017-10-01 03:27:03
0.04379883,1506828420,4270.89,22601643,0,2017-10-01 03:27:00
0.013999999999999999,1506828402,4276.43,22601641,0,2017-10-01 03:26:42
0.00474072,1506828400,4263.02,22601640,1,2017-10-01 03:26:40
0.575,1506828392,4263.19,22601639,0,2017-10-01 03:26:32
0.0137,1506828335,4270.93,22601637,0,2017-10-01 03:25:35
0.0165208,1506828321,4271.01,22601636,0,2017-10-01 03:25:21
0.0089796,1506828321,4270.94,22601635,0,2017-10-01 03:25:21
1.0,1506828276,4262.79,22601633,1,2017-10-01 03:24:36
0.02,1506828274,4263.68,22601632,0,2017-10-01 03:24:34
0.35,1506828272,4263.68,22601631,1,2017-10-01 03:24:32
0.59470908,1506828270,4263.68,22601630,0,2017-10-01 03:24:30
0.047766,1506828269,4263.79,22601629,1,2017-10-01 03:24:29
0.1285,1506828267,4263.58,22601628,0,2017-10-01 03:24:27
0.8715,1506828267,4263.77,22601627,1,2017-10-01 03:24:27
1.0,1506828264,4263.75,22601626,1,2017-10-01 03:24:24
0.1285,1506828261,4263.68,22601625,1,2017-10-01 03:24:21
0.8715,1506828261,4263.68,22601624,1,2017-10-01 03:24:21
1.0,1506828257,4269.4,22601622,0,2017-10-01 03:24:17
0.0985,1506828252,4269.4,22601621,0,2017-10-01 03:24:12
0.9015,1506828250,4269.4,22601620,1,2017-10-01 03:24:10
1.5985,1506828244,4269.4,22601619,1,2017-10-01 03:24:04
0.8715,1506828244,4269.51,22601618,0,2017-10-01 03:24:04
0.03,1506828242,4270.08,22601617,1,2017-10-01 03:24:02
1.3322,1506828237,4277.16,22601616,1,2017-10-01 03:23:57
1.0,1506828236,4277.16,22601615,1,2017-10-01 03:23:56
0.6678,1506828233,4277.16,22601614,1,2017-10-01 03:23:53
2.3322,1506828233,4277.17,22601613,1,2017-10-01 03:23:53
1.0,1506828229,4277.16,22601612,1,2017-10-01 03:23:49
0.04658077,1506828200,4285.03,22601608,0,2017-10-01 03:23:20
0.21641312,1506828183,4286.57,22601607,0,2017-10-01 03:23:03
0.01210961,1506828175,4286.65,22601605,0,2017-10-01 03:22:55
0.05350879,1506828065,4287.52,22601595,1,2017-10-01 03:21:05
0.003,1506828044,4287.51,22601590,0,2017-10-01 03:20:44
0.01722242,1506827989,4287.84,22601586,1,2017-10-01 03:19:49
1.0,1506827771,4280.36,22601579,1,2017-10-01 03:16:11
1.0,1506827769,4280.36,22601578,1,2017-10-01 03:16:09
1.0,1506827766,4280.36,22601577,1,2017-10-01 03:16:06
1.0,1506827761,4280.36,22601576,1,2017-10-01 03:16:01
1.0,1506827758,4280.67,22601574,1,2017-10-01 03:15:58
1.0,1506827756,4280.67,22601573,1,2017-10-01 03:15:56
1.0,1506827753,4274.67,22601572,0,2017-10-01 03:15:53
0.0687546,1506827744,4280.66,22601571,1,2017-10-01 03:15:44
0.888,1506827736,4281.57,22601570,1,2017-10-01 03:15:36
1.0,1506827733,4281.57,22601569,1,2017-10-01 03:15:33
1.0,1506827730,4281.57,22601568,1,2017-10-01 03:15:30
1.0,1506827727,4281.57,22601567,1,2017-10-01 03:15:27
1.0,1506827724,4281.57,22601566,1,2017-10-01 03:15:24
0.00342956,1506827600,4288.26,22601535,0,2017-10-01 03:13:20
0.0157531,1506827575,4288.29,22601519,0,2017-10-01 03:12:55
0.01260876,1506827575,4288.29,22601518,0,2017-10-01 03:12:55
0.0016,1506827479,4280.66,22601511,1,2017-10-01 03:11:19
0.01,1506827469,4286.41,22601508,0,2017-10-01 03:11:09
0.0695,1506827451,4280.33,22601496,0,2017-10-01 03:10:51
6.85,1506827397,4280.61,22601490,0,2017-10-01 03:09:57
0.059000000000000004,1506827374,4278.27,22601489,0,2017-10-01 03:09:34
0.032,1506827321,4278.33,22601480,0,2017-10-01 03:08:41
0.1285,1506827194,4270.74,22601459,1,2017-10-01 03:06:34
0.8715,1506827193,4270.76,22601458,1,2017-10-01 03:06:33
0.027999999999999997,1506827165,4280.72,22601454,0,2017-10-01 03:06:05
0.047,1506827147,4286.57,22601452,0,2017-10-01 03:05:47
1.0,1506827049,4280.63,22601406,0,2017-10-01 03:04:09
1.0,1506827045,4283.59,22601405,0,2017-10-01 03:04:05
1.0,1506827043,4283.6,22601404,0,2017-10-01 03:04:03
0.1,1506827040,4284.02,22601403,0,2017-10-01 03:04:00
0.9,1506827040,4284.01,22601402,0,2017-10-01 03:04:00
0.1285,1506827038,4284.02,22601401,0,2017-10-01 03:03:58
0.8715,1506827038,4284.0,22601400,0,2017-10-01 03:03:58
0.1285,1506827036,4284.03,22601398,0,2017-10-01 03:03:56
0.8715,1506827035,4284.03,22601397,0,2017-10-01 03:03:55
0.07920152,1506827026,4274.16,22601396,0,2017-10-01 03:03:46
0.009000000000000001,1506827025,4274.16,22601395,0,2017-10-01 03:03:45
0.12482,1506827024,4273.45,22601394,0,2017-10-01 03:03:44
1.0,1506827016,4272.62,22601393,0,2017-10-01 03:03:36
1.0,1506827012,4272.62,22601392,0,2017-10-01 03:03:32
1.0,1506827010,4272.62,22601391,0,2017-10-01 03:03:30
0.111,1506827007,4272.62,22601390,0,2017-10-01 03:03:27
0.889,1506827007,4271.99,22601389,0,2017-10-01 03:03:27
1.0,1506827004,4272.62,22601388,0,2017-10-01 03:03:24
0.8715,1506826999,4272.6,22601387,0,2017-10-01 03:03:19
0.015694,1506826989,4272.0,22601386,0,2017-10-01 03:03:09
1.0,1506826963,4271.91,22601380,1,2017-10-01 03:02:43
0.8715,1506826960,4271.91,22601379,0,2017-10-01 03:02:40
0.015,1506826954,4270.0,22601378,0,2017-10-01 03:02:34
0.4664063,1506826954,4269.97,22601377,0,2017-10-01 03:02:34
0.4050937,1506826953,4269.99,22601375,1,2017-10-01 03:02:33
0.5949063,1506826952,4269.99,22601374,0,2017-10-01 03:02:32
1.0,1506826944,4266.57,22601373,0,2017-10-01 03:02:24
1.0,1506826941,4266.57,22601372,0,2017-10-01 03:02:21
1.0,1506826939,4266.57,22601371,0,2017-10-01 03:02:19
1.0,1506826937,4266.57,22601370,0,2017-10-01 03:02:17
0.00999847,1506826930,4266.03,22601369,0,2017-10-01 03:02:10
1.0,1506826907,4266.05,22601359,0,2017-10-01 03:01:47
1.0,1506826904,4266.05,22601354,0,2017-10-01 03:01:44
0.002,1506826901,4266.05,22601349,0,2017-10-01 03:01:41
0.109,1506826899,4266.05,22601348,0,2017-10-01 03:01:39
0.8909999999999999,1506826899,4266.04,22601347,0,2017-10-01 03:01:39
1.0,1506826897,4266.05,22601346,0,2017-10-01 03:01:37
0.1285,1506826894,4269.92,22601345,0,2017-10-01 03:01:34
0.8715,1506826894,4269.9,22601344,0,2017-10-01 03:01:34
0.3,1506826886,4266.6,22601341,1,2017-10-01 03:01:26
0.40692613,1506826885,4266.6,22601339,0,2017-10-01 03:01:25
0.021,1506826882,4266.6,22601337,0,2017-10-01 03:01:22
1.0,1506826875,4266.06,22601335,0,2017-10-01 03:01:15
1.10108191,1506826874,4266.13,22601334,0,2017-10-01 03:01:14
1.0,1506826846,4266.27,22601326,1,2017-10-01 03:00:46
1.0,1506826829,4266.26,22601314,0,2017-10-01 03:00:29
0.00503584,1506826809,4260.0,22601313,1,2017-10-01 03:00:09
0.8925558000000001,1506826809,4260.0,22601312,1,2017-10-01 03:00:09
0.2174442,1506826809,4260.03,22601311,1,2017-10-01 03:00:09
0.2174442,1506826803,4266.26,22601308,0,2017-10-01 03:00:03
0.02887716,1506826769,4266.48,22601301,0,2017-10-01 02:59:29
0.3,1506826757,4265.27,22601299,0,2017-10-01 02:59:17
0.45181614,1506826747,4260.0,22601274,1,2017-10-01 02:59:07
1.0,1506826747,4260.0,22601273,1,2017-10-01 02:59:07
0.00186387,1506826747,4260.0,22601272,1,2017-10-01 02:59:07
0.8715,1506826746,4260.02,22601271,1,2017-10-01 02:59:06
0.00188017,1506826746,4260.84,22601270,1,2017-10-01 02:59:06
1.23293982,1506826746,4261.01,22601269,1,2017-10-01 02:59:06
0.26706018,1506826743,4261.01,22601264,1,2017-10-01 02:59:03
2.7919501,1506826743,4261.07,22601263,1,2017-10-01 02:59:03
0.72310954,1506826743,4261.08,22601262,1,2017-10-01 02:59:03
0.936,1506826743,4261.27,22601261,1,2017-10-01 02:59:03
0.05,1506826742,4263.0,22601260,1,2017-10-01 02:59:02
0.06188018,1506826742,4265.27,22601259,1,2017-10-01 02:59:02
0.00827,1506826692,4266.6,22601222,0,2017-10-01 02:58:12
0.23811982,1506826682,4265.27,22601202,1,2017-10-01 02:58:02
0.00188018,1506826680,4266.6,22601200,1,2017-10-01 02:58:00
0.005,1506826617,4269.45,22601189,0,2017-10-01 02:56:57
1.0,1506826602,4267.01,22601187,1,2017-10-01 02:56:42
3.8266701,1506826593,4272.0,22601186,1,2017-10-01 02:56:33
0.1483299,1506826592,4272.0,22601185,1,2017-10-01 02:56:32
1.0,1506826592,4272.0,22601184,1,2017-10-01 02:56:32
1.0,1506826589,4272.0,22601183,1,2017-10-01 02:56:29
0.025,1506826588,4269.47,22601182,0,2017-10-01 02:56:28
4.0,1506826588,4269.41,22601181,0,2017-10-01 02:56:28
1.0,1506826586,4267.23,22601180,1,2017-10-01 02:56:26
0.91967368,1506826583,4268.26,22601178,0,2017-10-01 02:56:23
0.028,1506826582,4268.26,22601177,0,2017-10-01 02:56:22
0.3,1506826574,4268.26,22601176,1,2017-10-01 02:56:14
0.4,1506826566,4269.29,22601174,1,2017-10-01 02:56:06
0.0251221,1506826563,4269.47,22601169,0,2017-10-01 02:56:03
0.0055861,1506826558,4269.42,22601168,1,2017-10-01 02:55:58
0.001871,1506826550,4269.47,22601167,1,2017-10-01 02:55:50
0.00313592,1506826543,4270.0,22601166,1,2017-10-01 02:55:43
0.93204,1506826543,4270.0,22601165,1,2017-10-01 02:55:43
1.82707357,1506826542,4270.0,22601164,1,2017-10-01 02:55:42
1.0,1506826542,4270.0,22601163,1,2017-10-01 02:55:42
1.0,1506826540,4270.0,22601162,1,2017-10-01 02:55:40
1.99700856,1506826533,4270.0,22601161,1,2017-10-01 02:55:33
2.56535194,1506826533,4270.0,22601160,1,2017-10-01 02:55:33
0.0018595,1506826533,4270.0,22601159,1,2017-10-01 02:55:33
0.34428000000000003,1506826533,4270.01,22601158,1,2017-10-01 02:55:33
7.0915,1506826532,4270.01,22601157,1,2017-10-01 02:55:32
1.0,1506826532,4270.01,22601156,1,2017-10-01 02:55:32
1.0,1506826530,4270.01,22601153,1,2017-10-01 02:55:30
0.0234,1506826529,4271.41,22601152,0,2017-10-01 02:55:29
1.0,1506826527,4270.01,22601151,1,2017-10-01 02:55:27
1.0,1506826524,4270.01,22601148,1,2017-10-01 02:55:24
11.5,1506826523,4270.01,22601147,1,2017-10-01 02:55:23
3.0,1506826523,4270.01,22601146,1,2017-10-01 02:55:23
1.0,1506826522,4270.01,22601145,1,2017-10-01 02:55:22
11.6,1506826521,4270.01,22601143,1,2017-10-01 02:55:21
0.0088,1506826517,4270.82,22601141,0,2017-10-01 02:55:17
11.8585,1506826514,4270.01,22601138,1,2017-10-01 02:55:14
0.8715,1506826513,4270.03,22601137,1,2017-10-01 02:55:13
0.03,1506826513,4270.82,22601136,1,2017-10-01 02:55:13
0.5,1506826510,4271.0,22601131,1,2017-10-01 02:55:10
0.1,1506826510,4272.0,22601129,1,2017-10-01 02:55:10
0.00188019,1506826509,4272.35,22601128,1,2017-10-01 02:55:09
0.91,1506826503,4277.35,22601123,1,2017-10-01 02:55:03
3.9912,1506826499,4281.04,22601119,1,2017-10-01 02:54:59
0.0088,1506826499,4279.32,22601118,0,2017-10-01 02:54:59
2.3282,1506826497,4279.32,22601114,1,2017-10-01 02:54:57
0.8715,1506826497,4279.33,22601113,1,2017-10-01 02:54:57
0.8715,1506826497,4279.35,22601112,1,2017-10-01 02:54:57
1.0,1506826496,4284.17,22601111,0,2017-10-01 02:54:56
1.0,1506826494,4284.17,22601108,0,2017-10-01 02:54:54
0.8,1506826492,4285.59,22601104,0,2017-10-01 02:54:52
0.2,1506826492,4285.58,22601103,0,2017-10-01 02:54:52
0.048174,1506826489,4279.28,22601102,1,2017-10-01 02:54:49
0.8715,1506826488,4279.28,22601101,1,2017-10-01 02:54:48
1.0,1506826488,4285.59,22601100,0,2017-10-01 02:54:48
0.00828,1506826486,4285.59,22601099,0,2017-10-01 02:54:46
1.0,1506826485,4285.59,22601098,0,2017-10-01 02:54:45
0.00828,1506826477,4285.59,22601097,0,2017-10-01 02:54:37
0.00828,1506826472,4285.59,22601096,0,2017-10-01 02:54:32
0.0251,1506826469,4285.59,22601095,0,2017-10-01 02:54:29
0.00828,1506826467,4285.59,22601094,0,2017-10-01 02:54:27
