amount,date,price,tid,type,Datestamp
3.6903,1506807869,4314.89,22595006,0,2017-09-30 21:44:29
4.0,1506807869,4314.89,22595005,0,2017-09-30 21:44:29
2.3097,1506807869,4314.88,22595004,0,2017-09-30 21:44:29
0.005574100000000001,1506807842,4314.9,22594991,0,2017-09-30 21:44:02
0.51363534,1506807841,4314.9,22594989,0,2017-09-30 21:44:01
1.99,1506807827,4308.93,22594988,1,2017-09-30 21:43:47
0.01115775,1506807825,4308.83,22594987,1,2017-09-30 21:43:45
0.925,1506807824,4308.83,22594986,1,2017-09-30 21:43:44
0.923,1506807824,4309.83,22594984,0,2017-09-30 21:43:44
0.14084225,1506807822,4311.83,22594983,1,2017-09-30 21:43:42
0.77815775,1506807821,4310.0,22594982,0,2017-09-30 21:43:41
4.0,1506807821,4310.0,22594981,0,2017-09-30 21:43:41
0.00184225,1506807820,4310.0,22594980,1,2017-09-30 21:43:40
1.65095956,1506807817,4312.82,22594979,1,2017-09-30 21:43:37
7.0,1506807817,4312.82,22594978,1,2017-09-30 21:43:37
12.0,1506807815,4312.82,22594977,1,2017-09-30 21:43:35
0.10539944,1506807815,4312.82,22594976,1,2017-09-30 21:43:35
7.0,1506807815,4312.82,22594975,1,2017-09-30 21:43:35
0.006359,1506807814,4312.83,22594974,1,2017-09-30 21:43:34
0.01912827,1506807814,4312.83,22594973,0,2017-09-30 21:43:34
0.25,1506807814,4312.83,22594972,0,2017-09-30 21:43:34
22.293641,1506807805,4312.82,22594963,1,2017-09-30 21:43:25
0.006359,1506807804,4313.16,22594962,1,2017-09-30 21:43:24
0.09634609,1506807775,4313.18,22594921,1,2017-09-30 21:42:55
0.48,1506807747,4317.38,22594910,0,2017-09-30 21:42:27
0.00301215,1506807740,4317.39,22594904,0,2017-09-30 21:42:20
0.01390921,1506807732,4317.39,22594898,0,2017-09-30 21:42:12
0.02657863,1506807723,4317.39,22594893,0,2017-09-30 21:42:03
0.018890999999999998,1506807719,4317.39,22594892,0,2017-09-30 21:41:59
0.006756,1506807713,4316.0,22594891,0,2017-09-30 21:41:53
2.85099629,1506807711,4316.0,22594889,1,2017-09-30 21:41:51
0.99625983,1506807698,4319.47,22594884,0,2017-09-30 21:41:38
0.09837517,1506807697,4319.47,22594882,0,2017-09-30 21:41:37
0.01045035,1506807694,4319.47,22594878,0,2017-09-30 21:41:34
0.49824266,1506807687,4321.6,22594868,1,2017-09-30 21:41:27
0.0053,1506807665,4321.6,22594861,1,2017-09-30 21:41:05
0.96,1506807658,4316.91,22594858,0,2017-09-30 21:40:58
0.02,1506807658,4319.56,22594857,1,2017-09-30 21:40:58
0.02,1506807657,4319.6,22594856,1,2017-09-30 21:40:57
0.07857012,1506807637,4320.28,22594855,0,2017-09-30 21:40:37
0.38088671,1506807632,4321.6,22594854,0,2017-09-30 21:40:32
1.0,1506807629,4319.34,22594853,1,2017-09-30 21:40:29
0.992337,1506807627,4318.53,22594850,0,2017-09-30 21:40:27
0.007663,1506807626,4320.53,22594849,1,2017-09-30 21:40:26
0.25,1506807624,4318.56,22594848,1,2017-09-30 21:40:24
0.02081319,1506807624,4320.52,22594847,1,2017-09-30 21:40:24
0.008618,1506807618,4318.56,22594846,0,2017-09-30 21:40:18
0.25,1506807617,4318.56,22594845,1,2017-09-30 21:40:17
0.2490775,1506807616,4325.66,22594844,0,2017-09-30 21:40:16
0.008619,1506807614,4318.57,22594843,1,2017-09-30 21:40:14
0.31030711,1506807613,4319.52,22594842,0,2017-09-30 21:40:13
0.008620000000000001,1506807612,4319.52,22594841,0,2017-09-30 21:40:12
0.25,1506807611,4319.52,22594840,1,2017-09-30 21:40:11
0.18021547,1506807608,4319.52,22594839,1,2017-09-30 21:40:08
0.009734999999999999,1506807606,4319.53,22594836,0,2017-09-30 21:40:06
0.010381999999999999,1506807604,4319.53,22594833,0,2017-09-30 21:40:04
0.02,1506807604,4319.53,22594832,0,2017-09-30 21:40:04
0.06978453,1506807601,4319.52,22594829,0,2017-09-30 21:40:01
0.40647,1506807600,4319.52,22594828,0,2017-09-30 21:40:00
0.26206847,1506807599,4319.52,22594827,1,2017-09-30 21:39:59
0.25,1506807599,4319.52,22594826,1,2017-09-30 21:39:59
0.011677,1506807599,4319.53,22594825,1,2017-09-30 21:39:59
0.011677,1506807592,4319.58,22594822,0,2017-09-30 21:39:52
0.01376212,1506807592,4319.58,22594821,0,2017-09-30 21:39:52
0.011677,1506807591,4319.61,22594818,1,2017-09-30 21:39:51
1.0,1506807588,4319.58,22594816,1,2017-09-30 21:39:48
0.013141,1506807581,4320.52,22594814,0,2017-09-30 21:39:41
0.013141,1506807580,4320.56,22594813,1,2017-09-30 21:39:40
0.80605444,1506807543,4320.07,22594806,1,2017-09-30 21:39:03
0.013909,1506807543,4320.08,22594805,1,2017-09-30 21:39:03
0.13806979,1506807539,4327.75,22594803,0,2017-09-30 21:38:59
0.97291473,1506807536,4327.72,22594802,0,2017-09-30 21:38:56
1.0,1506807528,4320.07,22594801,1,2017-09-30 21:38:48
0.014726,1506807523,4320.09,22594797,0,2017-09-30 21:38:43
0.03191915,1506807493,4328.68,22594786,0,2017-09-30 21:38:13
0.01652685,1506807485,4328.62,22594780,0,2017-09-30 21:38:05
0.00265634,1506807452,4328.84,22594773,0,2017-09-30 21:37:32
0.981194,1506807390,4319.5,22594767,0,2017-09-30 21:36:30
0.018806,1506807390,4319.5,22594766,1,2017-09-30 21:36:30
0.80693776,1506807379,4319.5,22594763,0,2017-09-30 21:36:19
0.63664524,1506807379,4319.64,22594762,1,2017-09-30 21:36:19
4.0,1506807378,4323.45,22594761,1,2017-09-30 21:36:18
4.0,1506807378,4323.45,22594760,1,2017-09-30 21:36:18
0.018806,1506807378,4323.46,22594759,1,2017-09-30 21:36:18
0.018806,1506807378,4323.48,22594758,1,2017-09-30 21:36:18
0.018805000000000002,1506807376,4323.49,22594757,1,2017-09-30 21:36:16
0.05214285,1506807368,4329.49,22594756,0,2017-09-30 21:36:08
0.27323764,1506807330,4326.95,22594747,0,2017-09-30 21:35:30
1.48185354,1506807327,4326.97,22594746,0,2017-09-30 21:35:27
0.21538337,1506807326,4326.97,22594743,0,2017-09-30 21:35:26
0.25512694,1506807320,4329.92,22594739,0,2017-09-30 21:35:20
0.31484208,1506807320,4329.92,22594737,0,2017-09-30 21:35:20
0.60282918,1506807320,4329.92,22594736,0,2017-09-30 21:35:20
0.00490527,1506807305,4327.99,22594706,0,2017-09-30 21:35:05
0.0063100000000000005,1506807304,4324.76,22594705,1,2017-09-30 21:35:04
0.01,1506807303,4324.76,22594704,0,2017-09-30 21:35:03
0.61639632,1506807295,4324.19,22594693,1,2017-09-30 21:34:55
0.72355217,1506807295,4324.19,22594692,1,2017-09-30 21:34:55
0.20841620000000002,1506807289,4324.19,22594684,1,2017-09-30 21:34:49
0.41744444,1506807284,4317.87,22594679,1,2017-09-30 21:34:44
0.06952014,1506807278,4321.2,22594670,0,2017-09-30 21:34:38
0.32736111,1506807277,4317.79,22594669,0,2017-09-30 21:34:37
1.02494,1506807277,4321.13,22594668,1,2017-09-30 21:34:37
0.899,1506807276,4321.21,22594666,0,2017-09-30 21:34:36
0.8715,1506807276,4321.22,22594665,0,2017-09-30 21:34:36
3.883896,1506807274,4324.18,22594663,1,2017-09-30 21:34:34
0.20838825,1506807270,4324.77,22594661,1,2017-09-30 21:34:30
0.06149013,1506807265,4324.77,22594656,1,2017-09-30 21:34:25
0.035,1506807253,4324.76,22594648,0,2017-09-30 21:34:13
0.27861081,1506807253,4324.76,22594646,0,2017-09-30 21:34:13
0.01835986,1506807242,4324.18,22594628,1,2017-09-30 21:34:02
0.80774414,1506807242,4324.18,22594625,1,2017-09-30 21:34:02
0.00427429,1506807242,4324.76,22594624,1,2017-09-30 21:34:02
0.01872571,1506807241,4324.76,22594618,1,2017-09-30 21:34:01
0.12057524,1506807240,4326.51,22594616,1,2017-09-30 21:34:00
0.00356802,1506807218,4327.99,22594585,0,2017-09-30 21:33:38
0.33,1506807201,4327.99,22594568,0,2017-09-30 21:33:21
0.02119424,1506807125,4329.95,22594525,0,2017-09-30 21:32:05
0.21424728,1506807124,4329.95,22594523,0,2017-09-30 21:32:04
0.22887202,1506807085,4329.97,22594474,0,2017-09-30 21:31:25
0.00265793,1506807083,4329.97,22594472,0,2017-09-30 21:31:23
0.04441226,1506807080,4329.97,22594469,0,2017-09-30 21:31:20
0.9777618,1506807072,4324.53,22594461,1,2017-09-30 21:31:12
0.0222382,1506807070,4324.54,22594458,1,2017-09-30 21:31:10
0.00602274,1506807063,4329.97,22594455,0,2017-09-30 21:31:03
5.0,1506807058,4327.11,22594446,0,2017-09-30 21:30:58
2.99185741,1506807057,4326.5,22594444,1,2017-09-30 21:30:57
0.08110925,1506807057,4326.51,22594443,1,2017-09-30 21:30:57
0.13801559,1506807056,4327.11,22594440,0,2017-09-30 21:30:56
0.68369517,1506807053,4329.99,22594437,0,2017-09-30 21:30:53
0.0159,1506806984,4329.99,22594379,1,2017-09-30 21:29:44
0.0206,1506806957,4329.99,22594338,0,2017-09-30 21:29:17
0.06021568,1506806939,4330.0,22594319,0,2017-09-30 21:28:59
0.00814259,1506806914,4325.19,22594298,1,2017-09-30 21:28:34
0.01112532,1506806900,4330.0,22594294,0,2017-09-30 21:28:20
0.14579,1506806890,4325.19,22594283,0,2017-09-30 21:28:10
3.97774831,1506806887,4325.18,22594282,0,2017-09-30 21:28:07
0.02225169,1506806881,4325.18,22594279,0,2017-09-30 21:28:01
3.0,1506806827,4325.59,22594251,1,2017-09-30 21:27:07
7.0,1506806826,4325.59,22594250,1,2017-09-30 21:27:06
0.079295,1506806826,4325.62,22594249,0,2017-09-30 21:27:06
0.0075,1506806824,4325.62,22594248,0,2017-09-30 21:27:04
0.006587999999999999,1506806824,4325.62,22594247,0,2017-09-30 21:27:04
0.21446174,1506806823,4325.62,22594246,0,2017-09-30 21:27:03
0.01505361,1506806819,4325.62,22594244,0,2017-09-30 21:26:59
2.51642797,1506806814,4325.62,22594243,0,2017-09-30 21:26:54
3.48357203,1506806814,4325.61,22594242,0,2017-09-30 21:26:54
4.0,1506806814,4325.59,22594241,0,2017-09-30 21:26:54
0.47197696,1506806811,4325.61,22594240,0,2017-09-30 21:26:51
0.01240328,1506806811,4325.61,22594239,0,2017-09-30 21:26:51
1.2207578,1506806798,4320.95,22594234,1,2017-09-30 21:26:38
0.02,1506806782,4325.6,22594231,0,2017-09-30 21:26:22
0.11872745,1506806779,4325.6,22594229,0,2017-09-30 21:26:19
0.162457,1506806779,4325.0,22594228,1,2017-09-30 21:26:19
0.837543,1506806776,4325.0,22594227,1,2017-09-30 21:26:16
0.162457,1506806776,4325.01,22594226,1,2017-09-30 21:26:16
0.155091,1506806770,4321.45,22594223,1,2017-09-30 21:26:10
0.162455,1506806770,4321.46,22594222,0,2017-09-30 21:26:10
0.02,1506806768,4323.01,22594221,0,2017-09-30 21:26:08
0.162454,1506806768,4323.01,22594220,1,2017-09-30 21:26:08
0.32551828,1506806767,4325.62,22594219,0,2017-09-30 21:26:07
0.69221672,1506806767,4325.62,22594218,0,2017-09-30 21:26:07
0.01743435,1506806763,4325.62,22594215,0,2017-09-30 21:26:03
0.03204773,1506806725,4329.68,22594203,0,2017-09-30 21:25:25
0.8291870000000001,1506806718,4322.99,22594199,1,2017-09-30 21:25:18
0.17081300000000002,1506806718,4323.0,22594198,1,2017-09-30 21:25:18
1.0,1506806715,4322.99,22594197,1,2017-09-30 21:25:15
0.1285,1506806713,4321.65,22594195,0,2017-09-30 21:25:13
0.8715,1506806712,4321.7,22594194,1,2017-09-30 21:25:12
0.08199999999999999,1506806710,4321.67,22594193,1,2017-09-30 21:25:10
0.918,1506806709,4322.65,22594192,1,2017-09-30 21:25:09
0.03826906,1506806708,4323.27,22594190,0,2017-09-30 21:25:08
0.98,1506806704,4323.31,22594179,1,2017-09-30 21:25:04
0.02,1506806704,4325.65,22594177,1,2017-09-30 21:25:04
0.085,1506806701,4323.3,22594166,1,2017-09-30 21:25:01
0.915,1506806701,4323.45,22594164,1,2017-09-30 21:25:01
0.31156771,1506806700,4324.45,22594163,0,2017-09-30 21:25:00
0.02484387,1506806699,4324.45,22594162,0,2017-09-30 21:24:59
1.0,1506806692,4325.0,22594158,1,2017-09-30 21:24:52
4.59,1506806692,4325.01,22594157,1,2017-09-30 21:24:52
0.5,1506806692,4325.45,22594156,1,2017-09-30 21:24:52
0.17420832,1506806685,4326.0,22594148,0,2017-09-30 21:24:45
0.07540132,1506806683,4329.69,22594146,0,2017-09-30 21:24:43
1.0,1506806681,4326.0,22594145,1,2017-09-30 21:24:41
0.22943868,1506806678,4327.01,22594143,0,2017-09-30 21:24:38
0.01633828,1506806678,4327.01,22594142,0,2017-09-30 21:24:38
0.19490252,1506806677,4327.01,22594141,0,2017-09-30 21:24:37
0.913,1506806669,4326.75,22594134,1,2017-09-30 21:24:29
0.918,1506806669,4326.75,22594131,1,2017-09-30 21:24:29
1.0,1506806669,4327.0,22594129,1,2017-09-30 21:24:29
0.9,1506806669,4327.01,22594127,1,2017-09-30 21:24:29
4.25,1506806665,4329.2,22594115,1,2017-09-30 21:24:25
4.0,1506806662,4328.2,22594106,1,2017-09-30 21:24:22
1.10845361,1506806662,4328.21,22594105,1,2017-09-30 21:24:22
1.625,1506806662,4328.75,22594104,1,2017-09-30 21:24:22
4.0,1506806661,4328.99,22594103,0,2017-09-30 21:24:21
4.86,1506806660,4329.19,22594102,1,2017-09-30 21:24:20
2.3008,1506806657,4329.67,22594100,1,2017-09-30 21:24:17
0.26572771,1506806657,4329.99,22594099,1,2017-09-30 21:24:17
0.015,1506806648,4330.0,22594093,0,2017-09-30 21:24:08
0.2,1506806597,4329.99,22594087,1,2017-09-30 21:23:17
0.0069900000000000006,1506806595,4330.0,22594086,0,2017-09-30 21:23:15
0.02517938,1506806593,4330.0,22594085,0,2017-09-30 21:23:13
0.00387064,1506806591,4330.0,22594084,0,2017-09-30 21:23:11
0.06549062,1506806587,4330.0,22594082,0,2017-09-30 21:23:07
0.021194,1506806583,4330.0,22594081,0,2017-09-30 21:23:03
0.00677555,1506806568,4330.0,22594077,0,2017-09-30 21:22:48
0.05981039,1506806564,4330.0,22594076,0,2017-09-30 21:22:44
0.01721343,1506806562,4330.0,22594075,0,2017-09-30 21:22:42
0.0098,1506806562,4330.0,22594074,0,2017-09-30 21:22:42
0.00903472,1506806558,4330.0,22594071,0,2017-09-30 21:22:38
0.06549062,1506806558,4330.0,22594069,0,2017-09-30 21:22:38
0.44821499,1506806553,4330.0,22594059,0,2017-09-30 21:22:33
0.125301,1506806540,4330.0,22594052,0,2017-09-30 21:22:20
0.19079393,1506806534,4330.0,22594050,0,2017-09-30 21:22:14
0.005468,1506806527,4329.99,22594039,1,2017-09-30 21:22:07
0.10596998,1506806524,4330.0,22594038,0,2017-09-30 21:22:04
0.20675443,1506806522,4330.0,22594036,0,2017-09-30 21:22:02
0.8715,1506806517,4330.0,22594031,0,2017-09-30 21:21:57
0.00173275,1506806511,4329.99,22594025,1,2017-09-30 21:21:51
0.08921453,1506806510,4330.0,22594020,0,2017-09-30 21:21:50
0.65301479,1506806505,4330.0,22594017,0,2017-09-30 21:21:45
0.02679549,1506806499,4330.0,22594012,0,2017-09-30 21:21:39
1.34668636,1506806477,4330.0,22593987,0,2017-09-30 21:21:17
0.08725425,1506806476,4330.0,22593986,0,2017-09-30 21:21:16
1.54816774,1506806476,4330.0,22593985,0,2017-09-30 21:21:16
2.33453546,1506806469,4330.0,22593977,0,2017-09-30 21:21:09
2.04465516,1506806469,4330.0,22593976,0,2017-09-30 21:21:09
0.09155,1506806457,4329.99,22593945,1,2017-09-30 21:20:57
0.05365814,1506806434,4330.0,22593939,0,2017-09-30 21:20:34
0.75224767,1506806409,4330.0,22593936,0,2017-09-30 21:20:09
0.02340798,1506806409,4330.0,22593935,0,2017-09-30 21:20:09
0.8715,1506806404,4330.0,22593912,0,2017-09-30 21:20:04
0.33852154,1506806397,4329.99,22593911,1,2017-09-30 21:19:57
0.16147846,1506806397,4329.99,22593910,1,2017-09-30 21:19:57
0.08769513,1506806391,4330.0,22593899,0,2017-09-30 21:19:51
0.10745060000000001,1506806390,4330.0,22593897,0,2017-09-30 21:19:50
0.03756983,1506806389,4330.0,22593896,0,2017-09-30 21:19:49
0.02211547,1506806388,4330.0,22593895,0,2017-09-30 21:19:48
0.0212,1506806385,4330.0,22593894,0,2017-09-30 21:19:45
2.28570159,1506806384,4330.0,22593893,0,2017-09-30 21:19:44
0.05595299,1506806372,4330.0,22593886,0,2017-09-30 21:19:32
0.00278026,1506806359,4330.0,22593878,0,2017-09-30 21:19:19
0.2615156,1506806359,4330.0,22593877,0,2017-09-30 21:19:19
0.73231904,1506806358,4330.0,22593876,0,2017-09-30 21:19:18
0.02568113,1506806345,4330.0,22593874,0,2017-09-30 21:19:05
0.01,1506806322,4329.99,22593870,1,2017-09-30 21:18:42
0.0212,1506806306,4330.0,22593864,0,2017-09-30 21:18:26
1.29809647,1506806280,4330.0,22593855,0,2017-09-30 21:18:00
0.53718583,1506806270,4330.0,22593853,0,2017-09-30 21:17:50
1.0,1506806260,4330.0,22593846,0,2017-09-30 21:17:40
0.34043875,1506806260,4330.0,22593844,0,2017-09-30 21:17:40
0.06660943,1506806260,4330.0,22593843,0,2017-09-30 21:17:40
0.08938884,1506806259,4330.0,22593842,0,2017-09-30 21:17:39
0.0929135,1506806259,4330.0,22593841,0,2017-09-30 21:17:39
0.36169,1506806251,4330.0,22593828,0,2017-09-30 21:17:31
0.00461894,1506806250,4330.0,22593827,0,2017-09-30 21:17:30
0.05732363,1506806250,4330.0,22593825,0,2017-09-30 21:17:30
0.0578288,1506806249,4330.0,22593823,0,2017-09-30 21:17:29
0.04326182,1506806247,4330.0,22593818,0,2017-09-30 21:17:27
0.06828775,1506806241,4330.0,22593816,0,2017-09-30 21:17:21
0.39019743,1506806241,4330.0,22593815,0,2017-09-30 21:17:21
0.11155019,1506806218,4330.0,22593802,0,2017-09-30 21:16:58
0.06641345,1506806218,4330.0,22593801,0,2017-09-30 21:16:58
0.0462679,1506806211,4330.0,22593799,0,2017-09-30 21:16:51
0.04620322,1506806206,4330.0,22593795,0,2017-09-30 21:16:46
0.0195981,1506806136,4330.0,22593781,0,2017-09-30 21:15:36
1.0,1506806129,4330.0,22593780,0,2017-09-30 21:15:29
5.0,1506806129,4330.0,22593779,0,2017-09-30 21:15:29
0.13710552,1506806127,4330.0,22593777,0,2017-09-30 21:15:27
5.0,1506806127,4330.0,22593776,0,2017-09-30 21:15:27
1.0,1506806127,4330.0,22593775,0,2017-09-30 21:15:27
5.0,1506806127,4330.0,22593774,0,2017-09-30 21:15:27
7.0,1506806126,4330.0,22593773,0,2017-09-30 21:15:26
7.0,1506806125,4330.0,22593772,0,2017-09-30 21:15:25
1.0,1506806124,4330.0,22593771,0,2017-09-30 21:15:24
1.0,1506806121,4330.0,22593770,0,2017-09-30 21:15:21
1.0,1506806121,4330.0,22593769,0,2017-09-30 21:15:21
4.6526501,1506806120,4330.0,22593768,0,2017-09-30 21:15:20
2.3473498999999998,1506806120,4330.0,22593767,0,2017-09-30 21:15:20
0.45889399999999997,1506806120,4330.0,22593766,0,2017-09-30 21:15:20
4.81659617,1506806119,4330.0,22593765,0,2017-09-30 21:15:19
0.18340383,1506806119,4329.92,22593764,0,2017-09-30 21:15:19
1.0,1506806118,4329.92,22593763,0,2017-09-30 21:15:18
0.9129999999999999,1506806118,4329.92,22593762,1,2017-09-30 21:15:18
1.18435215,1506806117,4330.0,22593761,0,2017-09-30 21:15:17
0.80637761,1506806117,4330.0,22593760,0,2017-09-30 21:15:17
0.53907986,1506806117,4330.0,22593759,0,2017-09-30 21:15:17
0.82171441,1506806117,4330.0,22593758,0,2017-09-30 21:15:17
0.01358782,1506806116,4330.0,22593757,0,2017-09-30 21:15:16
0.23194492,1506806116,4330.0,22593756,0,2017-09-30 21:15:16
0.28554586,1506806116,4330.0,22593755,0,2017-09-30 21:15:16
0.48272343,1506806115,4330.0,22593754,0,2017-09-30 21:15:15
0.11709617,1506806115,4330.0,22593753,0,2017-09-30 21:15:15
0.1582266,1506806115,4330.0,22593752,0,2017-09-30 21:15:15
0.21474334,1506806115,4330.0,22593751,0,2017-09-30 21:15:15
2.27540358,1506806114,4330.0,22593750,0,2017-09-30 21:15:14
2.27540358,1506806114,4330.0,22593749,0,2017-09-30 21:15:14
0.06425687,1506806114,4330.0,22593748,0,2017-09-30 21:15:14
1.06554203,1506806113,4330.0,22593747,0,2017-09-30 21:15:13
0.2228026,1506806113,4330.0,22593746,0,2017-09-30 21:15:13
1.24927647,1506806113,4330.0,22593745,0,2017-09-30 21:15:13
0.36908263,1506806113,4330.0,22593744,0,2017-09-30 21:15:13
0.03989209,1506806112,4330.0,22593743,0,2017-09-30 21:15:12
0.8715,1506806112,4329.98,22593742,0,2017-09-30 21:15:12
0.80567302,1506806109,4329.99,22593737,0,2017-09-30 21:15:09
0.85703552,1506806108,4329.99,22593734,0,2017-09-30 21:15:08
0.16682611,1506806107,4329.99,22593733,0,2017-09-30 21:15:07
0.28554586,1506806103,4329.93,22593729,0,2017-09-30 21:15:03
0.19185159,1506806102,4329.93,22593725,0,2017-09-30 21:15:02
2.08355199,1506806102,4328.74,22593724,0,2017-09-30 21:15:02
0.08578698,1506806102,4328.74,22593723,0,2017-09-30 21:15:02
0.58624836,1506806101,4328.74,22593721,0,2017-09-30 21:15:01
1.24441267,1506806101,4328.74,22593719,0,2017-09-30 21:15:01
0.162269,1506806090,4328.71,22593679,0,2017-09-30 21:14:50
1.0,1506806082,4328.71,22593665,0,2017-09-30 21:14:42
0.1285,1506806079,4328.71,22593664,0,2017-09-30 21:14:39
0.8715,1506806079,4328.69,22593663,0,2017-09-30 21:14:39
0.96140621,1506806077,4328.75,22593662,1,2017-09-30 21:14:37
0.03859379,1506806076,4328.75,22593661,0,2017-09-30 21:14:36
0.06030071,1506806042,4328.72,22593658,0,2017-09-30 21:14:02
0.03572854,1506806042,4328.72,22593657,0,2017-09-30 21:14:02
0.00265578,1506806011,4328.75,22593646,0,2017-09-30 21:13:31
0.95875043,1506805992,4328.75,22593640,0,2017-09-30 21:13:12
0.00265903,1506805928,4328.75,22593631,0,2017-09-30 21:12:08
0.52042465,1506805877,4326.76,22593615,0,2017-09-30 21:11:17
0.82396989,1506805866,4326.76,22593608,0,2017-09-30 21:11:06
0.2711947,1506805864,4325.4,22593604,0,2017-09-30 21:11:04
0.17113370000000006,1506805820,4325.39,22593558,0,2017-09-30 21:10:20
0.21542992,1506805736,4325.36,22593546,0,2017-09-30 21:08:56
0.904,1506805735,4325.39,22593545,1,2017-09-30 21:08:55
0.913,1506805735,4325.39,22593544,1,2017-09-30 21:08:55
0.5,1506805735,4325.39,22593543,1,2017-09-30 21:08:55
0.07868186,1506805734,4325.4,22593542,0,2017-09-30 21:08:54
0.03,1506805696,4323.27,22593504,1,2017-09-30 21:08:16
0.07746309,1506805694,4325.4,22593503,0,2017-09-30 21:08:14
0.02121663,1506805683,4325.38,22593501,0,2017-09-30 21:08:03
0.00266035,1506805612,4325.4,22593484,0,2017-09-30 21:06:52
0.0798347,1506805509,4323.23,22593455,0,2017-09-30 21:05:09
0.045,1506805499,4323.23,22593452,0,2017-09-30 21:04:59
0.23285873,1506805450,4325.41,22593442,0,2017-09-30 21:04:10
0.08518049,1506805440,4323.26,22593440,0,2017-09-30 21:04:00
0.08338115,1506805434,4323.26,22593439,0,2017-09-30 21:03:54
0.10932914,1506805411,4316.54,22593425,1,2017-09-30 21:03:31
0.02,1506805393,4323.27,22593414,0,2017-09-30 21:03:13
0.00905275,1506805388,4323.3,22593413,0,2017-09-30 21:03:08
0.01064445,1506805366,4323.29,22593396,0,2017-09-30 21:02:46
0.35408404,1506805340,4323.46,22593377,0,2017-09-30 21:02:20
0.1,1506805321,4315.71,22593365,0,2017-09-30 21:02:01
0.02263146,1506805309,4323.49,22593364,0,2017-09-30 21:01:49
0.09306894,1506805272,4317.98,22593351,1,2017-09-30 21:01:12
0.00693106,1506805272,4317.98,22593350,1,2017-09-30 21:01:12
0.54242806,1506805264,4321.55,22593342,0,2017-09-30 21:01:04
1.0,1506805229,4315.88,22593336,1,2017-09-30 21:00:29
0.11098268,1506805227,4316.98,22593335,1,2017-09-30 21:00:27
0.00692992,1506805223,4316.98,22593332,0,2017-09-30 21:00:23
0.00693684,1506805221,4316.98,22593331,0,2017-09-30 21:00:21
0.01973704,1506805216,4317.98,22593328,1,2017-09-30 21:00:16
0.01026296,1506805213,4317.98,22593324,1,2017-09-30 21:00:13
0.529115,1506805203,4321.57,22593322,0,2017-09-30 21:00:03
0.41551701,1506805201,4321.58,22593321,0,2017-09-30 21:00:01
0.01145772,1506805147,4323.55,22593313,0,2017-09-30 20:59:07
0.66355349,1506805129,4324.6,22593310,1,2017-09-30 20:58:49
0.09926744,1506805101,4325.5,22593305,0,2017-09-30 20:58:21
1.3,1506805098,4325.0,22593302,1,2017-09-30 20:58:18
0.19415677,1506805096,4325.49,22593301,0,2017-09-30 20:58:16
0.01994373,1506805093,4325.49,22593300,0,2017-09-30 20:58:13
0.011377,1506805089,4325.49,22593299,0,2017-09-30 20:58:09
0.0257762,1506805075,4325.5,22593290,0,2017-09-30 20:57:55
0.02,1506805043,4325.5,22593281,0,2017-09-30 20:57:23
0.011377,1506805032,4325.5,22593279,0,2017-09-30 20:57:12
0.0075,1506805023,4325.5,22593277,0,2017-09-30 20:57:03
0.2,1506805004,4325.0,22593273,1,2017-09-30 20:56:44
0.2,1506804995,4325.0,22593251,0,2017-09-30 20:56:35
0.00265947,1506804989,4325.5,22593249,0,2017-09-30 20:56:29
0.11136378,1506804960,4325.5,22593243,0,2017-09-30 20:56:00
0.01198912,1506804937,4325.56,22593238,1,2017-09-30 20:55:37
0.87333894,1506804934,4325.53,22593237,0,2017-09-30 20:55:34
0.0797784,1506804907,4323.63,22593233,0,2017-09-30 20:55:07
0.1,1506804898,4320.0,22593232,1,2017-09-30 20:54:58
0.32169546,1506804893,4323.83,22593231,0,2017-09-30 20:54:53
0.013999999999999999,1506804882,4323.64,22593229,0,2017-09-30 20:54:42
0.12516424,1506804877,4318.02,22593223,1,2017-09-30 20:54:37
0.02110849,1506804876,4321.38,22593221,0,2017-09-30 20:54:36
0.26521388,1506804874,4321.38,22593218,0,2017-09-30 20:54:34
0.32519998,1506804871,4321.38,22593216,0,2017-09-30 20:54:31
1.57447556,1506804861,4321.35,22593210,0,2017-09-30 20:54:21
0.5187189999999999,1506804859,4321.35,22593198,0,2017-09-30 20:54:19
0.02,1506804843,4321.39,22593185,0,2017-09-30 20:54:03
0.00348819,1506804836,4321.39,22593184,0,2017-09-30 20:53:56
0.00265871,1506804824,4321.39,22593183,0,2017-09-30 20:53:44
0.03166396,1506804820,4321.39,22593182,0,2017-09-30 20:53:40
0.19097806,1506804811,4320.21,22593181,1,2017-09-30 20:53:31
0.5,1506804808,4321.0,22593180,1,2017-09-30 20:53:28
0.12285399999999999,1506804790,4319.79,22593177,1,2017-09-30 20:53:10
0.247146,1506804789,4319.79,22593175,1,2017-09-30 20:53:09
0.014303999999999999,1506804789,4320.77,22593174,1,2017-09-30 20:53:09
0.015696,1506804789,4320.77,22593173,1,2017-09-30 20:53:09
0.06030096,1506804726,4325.75,22593168,0,2017-09-30 20:52:06
0.032984,1506804719,4325.72,22593167,0,2017-09-30 20:51:59
0.0066,1506804719,4325.0,22593166,0,2017-09-30 20:51:59
0.0034,1506804712,4325.0,22593164,0,2017-09-30 20:51:52
0.00265719,1506804704,4325.75,22593163,0,2017-09-30 20:51:44
0.051239,1506804664,4324.0,22593158,1,2017-09-30 20:51:04
